user_id,url,channel,received_at
8519,/products/90,organic_search,1742318201
6961,/products/733,organic_search,1742318201
8376,/products/382,referral,1742318201
8483,/products/750,organic_search,1742318201
3241,/products/133,social,1742318201
860,/products/335,referral,1742318201
8789,/products/881,organic_search,1742318201
9519,/products/667,paid_search,1742318201
7260,/products/534,paid_search,1742318201
7004,/products/556,referral,1742318201
6881,/products/995,social,1742318201
2385,/products/812,paid_search,1742318201
621,/products/63,social,1742318201
8199,/products/856,social,1742318201
1782,/products/942,organic_search,1742318201
794,/products/104,social,1742318201
6063,/products/257,referral,1742318201
1309,/products/804,paid_search,1742318201
7307,/products/87,display,1742318201
6550,/products/142,organic_search,1742318201
8690,/products/835,social,1742318201
6684,/products/703,organic_search,1742318201
164,/products/190,display,1742318201
4844,/products/560,organic_search,1742318201
9396,/products/722,display,1742318201
8841,/products/608,organic_search,1742318201
9947,/products/648,referral,1742318201
1408,/products/568,social,1742318201
1326,/products/261,social,1742318201
3415,/products/558,paid_search,1742318201
335,/products/898,organic_search,1742318201
8255,/products/975,referral,1742318201
2586,/products/371,paid_search,1742318201
9116,/products/553,referral,1742318201
3290,/products/595,referral,1742318201
1549,/products/628,social,1742318201
7311,/products/784,referral,1742318201
2895,/products/370,social,1742318201
3643,/products/318,organic_search,1742318201
8333,/products/663,paid_search,1742318201
6189,/products/134,paid_search,1742318201
3392,/products/574,organic_search,1742318201
672,/products/105,paid_search,1742318201
9849,/products/770,paid_search,1742318201
1266,/products/390,display,1742318201
6658,/products/726,paid_search,1742318201
1992,/products/468,organic_search,1742318201
5369,/products/159,display,1742318201
9162,/products/10,paid_search,1742318201
4421,/products/297,organic_search,1742318201
5631,/products/674,organic_search,1742318201
6306,/products/898,organic_search,1742318201
8701,/products/256,display,1742318201
6580,/products/718,social,1742318201
9790,/products/166,paid_search,1742318201
8117,/products/26,referral,1742318201
1735,/products/131,paid_search,1742318201
8890,/products/112,referral,1742318201
3244,/products/967,paid_search,1742318201
6723,/products/854,organic_search,1742318201
6306,/products/849,organic_search,1742318201
7044,/products/99,organic_search,1742318201
6623,/products/856,display,1742318201
8728,/products/854,display,1742318201
7253,/products/137,social,1742318201
2724,/products/870,referral,1742318201
9759,/products/364,referral,1742318201
8334,/products/402,referral,1742318201
866,/products/61,organic_search,1742318201
2113,/products/846,paid_search,1742318201
2731,/products/176,organic_search,1742318201
5394,/products/539,referral,1742318201
2085,/products/39,display,1742318201
669,/products/780,display,1742318201
2119,/products/527,paid_search,1742318201
8934,/products/995,paid_search,1742318201
4881,/products/0,display,1742318201
5813,/products/261,display,1742318201
1850,/products/571,referral,1742318201
4447,/products/53,organic_search,1742318201
124,/products/966,paid_search,1742318201
5854,/products/107,display,1742318201
6460,/products/135,organic_search,1742318201
5517,/products/477,paid_search,1742318201
5603,/products/509,organic_search,1742318201
9555,/products/753,referral,1742318201
4909,/products/803,referral,1742318201
8491,/products/726,social,1742318201
2746,/products/344,social,1742318201
3704,/products/463,social,1742318201
5950,/products/964,organic_search,1742318201
1751,/products/729,organic_search,1742318201
6864,/products/768,display,1742318201
6965,/products/572,referral,1742318201
7001,/products/792,referral,1742318201
2950,/products/690,social,1742318201
7973,/products/290,social,1742318201
4320,/products/933,organic_search,1742318201
6494,/products/34,referral,1742318201
9282,/products/726,social,1742318201
3610,/products/116,referral,1742318201
3524,/products/357,display,1742318201
2317,/products/305,social,1742318201
6186,/products/963,display,1742318201
1019,/products/322,organic_search,1742318201
3072,/products/396,paid_search,1742318201
2416,/products/143,organic_search,1742318201
2994,/products/963,paid_search,1742318201
3506,/products/617,display,1742318201
3709,/products/872,paid_search,1742318201
5660,/products/923,social,1742318201
9069,/products/378,display,1742318201
8929,/products/348,referral,1742318201
9860,/products/992,referral,1742318201
5000,/products/12,display,1742318201
9967,/products/427,social,1742318201
